// ISPEL: Captura de señal N03
// ===============================================
// Enviamos configuracion de capturadora, entradas y seniales
MSJ CAPTU CONFIGURADO ESCALA=0.002000 ORIGEN=E1 PROM=16
MSJ CAPTU E1 CONFIGURADA ENCENDIDA=SI ESCALA=3.300 NIVEL=1.000 FLANCO=SUBIDA
MSJ CAPTU E2 CONFIGURADA ENCENDIDA=SI ESCALA=3.300 NIVEL=2.000 FLANCO=SUBIDA
MSJ CapturasSincronizadas=16 TiempoCaptura=98 FM=2000000 LARGO=4000 DISPARO=2000
DATOS E1 E2 {
3761	845
3861	943
3868	1011
3869	1076
3877	1140
3880	1202
3883	1263
3891	1324
3891	1379
3895	1439
3897	1492
3902	1547
3905	1601
3912	1652
3910	1703
3921	1753
3923	1800
3924	1847
3928	1895
3929	1937
3935	1984
3936	2025
3939	2068
3940	2109
3942	2147
3950	2189
3952	2226
3952	2262
3953	2298
3958	2335
3960	2370
3959	2403
3962	2436
3963	2467
3968	2500
3969	2530
3974	2561
3977	2590
3981	2619
3982	2648
3981	2673
3982	2702
3984	2727
3987	2754
3987	2777
3992	2803
3991	2824
3992	2847
3991	2870
3996	2893
3998	2915
3998	2935
3999	2955
4004	2975
4003	2996
4003	3013
4004	3032
4004	3051
4010	3070
4010	3087
4012	3103
4012	3121
4011	3136
4017	3154
4015	3166
4017	3183
4020	3200
4023	3211
4019	3225
4020	3237
4024	3253
4021	3263
4025	3278
4022	3288
4023	3302
4024	3312
4025	3322
4026	3336
4029	3349
4028	3358
4029	3369
4031	3380
4029	3389
4031	3398
4029	3406
4033	3419
4036	3429
4031	3434
4031	3443
4038	3453
4036	3461
4038	3468
4036	3477
4036	3485
4039	3493
4038	3498
4039	3505
4038	3512
4042	3519
4039	3526
4039	3530
4043	3540
4043	3546
4038	3550
4044	3557
4043	3562
4040	3568
4044	3575
4044	3579
4043	3586
4047	3589
4045	3593
4045	3598
4046	3605
4044	3609
4049	3615
4046	3617
4048	3622
4048	3627
4046	3627
4048	3636
4049	3638
4048	3641
4049	3645
4051	3649
4046	3651
4048	3656
4048	3659
4049	3661
4051	3668
4050	3669
4049	3673
4049	3675
4050	3678
4050	3681
4053	3686
4052	3687
4052	3692
4052	3692
4049	3693
4053	3696
4052	3700
4053	3702
4052	3705
4053	3706
4052	3708
4054	3712
4052	3710
4053	3715
4056	3719
4056	3720
4052	3719
4054	3723
4054	3723
4057	3728
4056	3728
4054	3728
4053	3732
4054	3732
4053	3732
4055	3735
4055	3738
4055	3739
4056	3741
4054	3741
4054	3742
4056	3745
4056	3745
4056	3748
4057	3749
4058	3751
4054	3752
4055	3752
4054	3753
4054	3754
4055	3754
4056	3757
4057	3758
4057	3760
4055	3759
4056	3759
4057	3760
4057	3763
4052	3762
4056	3763
4056	3765
4056	3766
4052	3765
4057	3766
4056	3768
4055	3768
4057	3769
4058	3771
4058	3773
4056	3772
4056	3771
4055	3772
4058	3775
4059	3775
4058	3776
4058	3777
4058	3776
4058	3776
4052	3775
4058	3777
4056	3779
4059	3781
4058	3781
4057	3780
4057	3780
4058	3779
4057	3781
4058	3782
4060	3785
4059	3783
4056	3779
4054	3783
4059	3783
4061	3787
4059	3785
4060	3788
4056	3785
4060	3787
4055	3784
4060	3788
4061	3790
4061	3788
4056	3790
4059	3786
4057	3788
4055	3786
4057	3791
4053	3786
4060	3790
4056	3789
4058	3791
4061	3793
4057	3789
4056	3789
4058	3790
4058	3789
4055	3789
4060	3793
4058	3790
4059	3791
4059	3792
4053	3790
4057	3795
4057	3794
4057	3793
4056	3795
4059	3794
4055	3795
4057	3795
4056	3792
4052	3793
4056	3796
4059	3797
4056	3795
4056	3795
4059	3794
4061	3795
4058	3795
4059	3796
4059	3796
4057	3794
4060	3795
4058	3794
4057	3795
4060	3797
4057	3795
4057	3797
4057	3795
4059	3796
4059	3796
4062	3799
4058	3800
4059	3797
4052	3795
4058	3797
4060	3800
4060	3799
4058	3801
4055	3799
4059	3799
4057	3799
4058	3797
4058	3799
4059	3799
4060	3799
4055	3799
4062	3801
4058	3800
4058	3798
4057	3800
4058	3798
4057	3800
4062	3800
4057	3799
4058	3800
4061	3799
4057	3799
4055	3798
4062	3802
4060	3800
4058	3801
4061	3801
4059	3799
4055	3800
4059	3798
4057	3799
4061	3801
4060	3801
4059	3799
4057	3800
4058	3799
4059	3801
4055	3799
4057	3800
4062	3801
4060	3801
4055	3800
4058	3800
4056	3801
4059	3801
4058	3801
4057	3798
4062	3803
4060	3802
4056	3800
4059	3800
4059	3801
4061	3802
4061	3799
4060	3800
4059	3800
4058	3801
4055	3800
4057	3800
4059	3802
4061	3801
4061	3800
4054	3797
4059	3801
4058	3800
4063	3803
4060	3803
4063	3804
4061	3803
4057	3801
4058	3802
4056	3801
4060	3803
4057	3800
4055	3801
4057	3799
4061	3802
4058	3800
4058	3803
4062	3803
4059	3801
4060	3803
4058	3800
4059	3802
4058	3802
4060	3803
4055	3800
4059	3804
4060	3801
4058	3802
4060	3802
4057	3799
4057	3802
4061	3800
4060	3803
4057	3801
4061	3803
4059	3799
4058	3801
4055	3801
4060	3802
4060	3803
4057	3802
4059	3804
4058	3799
4061	3803
4059	3803
4059	3803
4061	3803
4058	3800
4060	3802
4059	3801
4057	3800
4059	3801
4059	3804
4056	3799
4058	3802
4060	3802
4057	3801
4056	3802
4057	3800
4059	3801
4058	3803
4061	3803
4060	3801
4061	3802
4059	3802
4058	3801
4058	3803
4060	3801
4057	3804
4061	3803
4060	3803
4059	3801
4060	3803
4059	3801
4061	3804
4061	3804
4062	3803
4059	3804
4061	3801
4054	3801
4055	3801
4059	3803
4060	3801
4059	3804
4058	3800
4056	3800
4057	3802
4062	3802
4059	3804
4059	3805
4060	3802
4055	3801
4059	3802
4058	3800
4061	3804
4061	3803
4061	3803
4060	3803
4058	3800
4054	3800
4063	3804
4058	3802
4056	3803
4063	3805
4054	3800
4060	3804
